Year,Crop,Region,Season,Area,Annual_Rainfall,Average_Temperature,Fertilizer_Used,Pesticide_Used,Humidity,Production,Yield_Per_Ha
2008,Wheat,Maharashtra,Kharif,286.82,808.3,39.4,362.6,14.5,32.6,22161.23,77.27
2012,Wheat,Gujarat,Kharif,494.33,2469.6,37.5,368.8,9.7,65.6,1362853.34,2756.97
2017,Sunflower,Karnataka,Rabi,37.65,635.9,23.9,174.1,15.22,52.6,41289.09,1096.66
2017,Groundnut,Rajasthan,Whole Year,200.88,1106.3,23.3,257.2,9.88,86.7,297972.45,1483.34
2021,Maize,Andhra Pradesh,Rabi,22.5,737.9,41.7,387.3,2.14,55.5,28263.12,1256.14
2021,Barley,Maharashtra,Zaid,100.41,791.6,33.4,69.4,2.06,66.3,296114.6,2949.05
2009,Rice,Madhya Pradesh,Kharif,453.83,843.6,23.2,63.9,16.71,93.5,1271009.99,2800.63
2010,Sorghum,Madhya Pradesh,Whole Year,49.13,1707.3,23.9,230.8,12.78,71.8,44797.47,911.81
2023,Potato,Tamil Nadu,Whole Year,428.57,467.3,26.7,151.9,5.94,62.5,10059991.28,23473.39
2017,Barley,Haryana,Whole Year,89.72,1559.6,31.8,253.6,15.26,36.4,180570.53,2012.6
2018,Sugarcane,Maharashtra,Kharif,431.03,2102.4,39.2,303.5,3.15,83.4,35060922.0,81342.18
2008,Cotton,Karnataka,Rabi,269.47,1986.4,20.4,74.2,13.08,71.8,167244.26,620.64
2011,Groundnut,Maharashtra,Kharif,439.23,632.6,17.3,358.8,19.79,37.1,187751.55,427.46
2012,Rice,Maharashtra,Rabi,76.7,2312.4,26.0,146.9,3.43,46.0,355378.97,4633.36
2017,Sugarcane,Madhya Pradesh,Zaid,381.26,1994.2,21.6,183.5,3.27,64.9,40419219.83,106014.85
2010,Rice,Rajasthan,Zaid,340.67,311.7,30.6,168.0,9.62,32.9,548922.43,1611.3
2010,Rice,Madhya Pradesh,Rabi,271.92,1922.2,33.9,343.9,13.03,76.7,552185.66,2030.69
2007,Groundnut,Haryana,Zaid,405.48,1922.3,23.4,109.7,1.02,44.8,1015548.79,2504.56
2007,Rice,Andhra Pradesh,Zaid,324.49,1393.0,33.5,60.0,10.24,61.8,750003.89,2311.33
2017,Barley,West Bengal,Whole Year,438.65,401.2,24.3,390.1,2.12,45.7,317388.49,723.56
2006,Barley,West Bengal,Whole Year,191.15,1575.8,32.1,393.2,5.21,61.8,277642.59,1452.49
2020,Sugarcane,Madhya Pradesh,Kharif,295.37,1984.6,32.1,140.2,14.39,42.3,20353670.54,68909.07
2010,Potato,Tamil Nadu,Kharif,435.43,895.9,22.5,53.3,14.91,68.6,8994209.25,20655.92
2012,Wheat,Gujarat,Kharif,108.19,1767.6,32.2,276.1,14.73,89.2,320384.91,2961.32
2012,Potato,Madhya Pradesh,Whole Year,243.38,1078.6,25.3,277.0,1.77,82.5,5386035.53,22130.15
2010,Maize,Maharashtra,Kharif,480.41,1562.5,24.1,379.1,15.84,45.7,577271.11,1201.62
2018,Sorghum,Tamil Nadu,Kharif,237.33,1146.0,22.8,154.5,8.93,62.4,293384.02,1236.19
2007,Sorghum,Gujarat,Whole Year,127.16,968.3,24.3,116.3,9.77,57.5,146708.45,1153.73
2014,Sunflower,Andhra Pradesh,Rabi,176.19,2183.0,36.2,265.7,8.68,92.8,223604.0,1269.11
2007,Sunflower,Madhya Pradesh,Whole Year,442.66,1958.4,21.6,247.3,17.21,81.9,566507.34,1279.78
2016,Soybean,Andhra Pradesh,Rabi,477.49,1060.0,33.4,301.2,13.76,37.0,594645.36,1245.36
2021,Groundnut,Haryana,Whole Year,475.1,1256.2,39.3,359.8,10.25,41.0,318153.65,669.66
2009,Millet,West Bengal,Kharif,349.77,1821.7,24.5,245.9,16.77,75.6,276990.17,791.92
2013,Sunflower,West Bengal,Zaid,255.29,2084.4,15.8,102.5,16.2,40.4,362235.95,1418.92
2011,Potato,Madhya Pradesh,Zaid,92.16,1805.6,15.7,259.3,0.6,91.8,2340071.89,25391.41
2008,Millet,Tamil Nadu,Rabi,62.49,1490.0,18.8,180.9,9.84,94.5,56169.4,898.85
2017,Sugarcane,Madhya Pradesh,Rabi,30.82,2399.6,18.0,208.5,1.32,80.6,3249065.79,105420.69
2017,Potato,Rajasthan,Rabi,9.84,2003.1,35.2,385.8,6.49,31.7,103280.29,10495.96
2014,Rice,West Bengal,Zaid,439.18,554.3,23.0,244.2,16.17,61.4,691415.56,1574.33
2022,Rice,Rajasthan,Rabi,404.73,1527.9,32.6,102.4,18.91,56.4,1128329.39,2787.86
2021,Potato,Rajasthan,Whole Year,284.34,1201.0,16.1,205.1,5.22,82.0,6497614.81,22851.57
2017,Groundnut,Andhra Pradesh,Whole Year,499.36,2048.9,23.0,130.0,0.92,48.7,1376553.97,2756.64
2021,Cotton,Haryana,Zaid,476.57,398.3,21.3,97.4,8.35,55.1,168801.9,354.2
2008,Wheat,Bihar,Whole Year,327.9,1203.6,22.5,299.3,7.03,36.1,857924.37,2616.42
2005,Soybean,Tamil Nadu,Rabi,232.82,1000.2,20.1,270.0,13.7,52.3,196100.07,842.28
2005,Barley,Uttar Pradesh,Zaid,76.93,610.6,31.7,224.2,10.15,93.3,114565.15,1489.21
2019,Rice,Tamil Nadu,Rabi,258.28,1133.4,32.9,198.1,8.28,91.2,629985.01,2439.16
2017,Soybean,Rajasthan,Whole Year,79.71,1780.2,19.0,162.8,4.98,78.8,111029.71,1392.92
2021,Sorghum,Gujarat,Rabi,199.83,1095.7,35.0,80.8,16.66,89.0,193432.02,967.98
2012,Potato,Gujarat,Zaid,471.38,1576.0,21.8,154.7,5.34,43.7,13240313.3,28088.41
2022,Cotton,Haryana,Rabi,171.65,1604.2,22.6,343.4,1.57,70.4,62047.81,361.48
2017,Potato,Andhra Pradesh,Whole Year,77.24,1591.6,37.4,324.3,11.51,62.5,1098421.85,14220.89
2018,Barley,Andhra Pradesh,Kharif,291.62,1465.0,39.3,390.3,6.69,57.5,276785.27,949.13
2012,Groundnut,Rajasthan,Zaid,301.58,557.4,37.3,279.6,14.39,51.1,178872.17,593.12
2012,Soybean,Rajasthan,Rabi,97.71,780.6,19.0,243.8,2.08,86.3,121892.44,1247.49
2019,Sugarcane,Karnataka,Zaid,99.1,2060.1,42.0,153.6,19.34,61.5,7909842.43,79816.78
2017,Barley,Karnataka,Rabi,494.79,1405.2,33.1,76.9,4.14,77.1,1440829.98,2912.0
2011,Groundnut,Rajasthan,Kharif,122.4,1853.4,28.8,266.3,7.46,75.9,240492.47,1964.81
2009,Millet,West Bengal,Whole Year,419.26,1553.8,40.8,220.9,9.88,38.8,409584.6,976.92
2021,Groundnut,Tamil Nadu,Rabi,235.69,385.1,37.1,315.7,17.86,33.2,154002.98,653.41
2020,Groundnut,West Bengal,Rabi,218.06,2051.7,33.7,194.2,14.59,84.6,365835.68,1677.68
2006,Barley,Andhra Pradesh,Kharif,148.19,441.5,37.6,394.9,3.32,61.9,46313.12,312.53
2022,Potato,Uttar Pradesh,Zaid,387.14,2375.0,25.4,189.2,9.05,82.7,9692835.96,25037.03
2021,Cotton,Tamil Nadu,Whole Year,440.45,773.8,33.5,166.6,11.09,49.3,238662.23,541.86
2011,Barley,West Bengal,Rabi,131.3,1427.3,20.1,354.8,14.19,86.0,194529.81,1481.57
2017,Maize,West Bengal,Rabi,48.45,439.9,41.7,188.4,11.65,84.0,124858.15,2577.05
2022,Wheat,Punjab,Whole Year,69.32,2268.9,30.9,354.8,9.42,54.8,241868.58,3489.16
2018,Sunflower,Tamil Nadu,Kharif,396.61,2455.9,37.0,59.6,15.43,56.8,677017.07,1707.01
2022,Cotton,Uttar Pradesh,Zaid,218.48,621.8,26.0,292.4,7.87,52.8,90609.1,414.72
2017,Sugarcane,Haryana,Whole Year,66.83,950.7,35.5,75.1,19.75,32.3,4182188.57,62579.51
2015,Cotton,Haryana,Zaid,170.8,334.9,25.5,101.9,18.98,74.7,102980.6,602.93
2020,Sorghum,West Bengal,Kharif,257.6,2031.3,30.9,295.0,14.29,47.7,263741.03,1023.84
2021,Potato,Rajasthan,Kharif,426.17,985.2,36.0,151.4,17.71,87.5,10794940.89,25330.13
2012,Sugarcane,Uttar Pradesh,Whole Year,321.23,1595.4,18.1,123.7,8.17,88.3,27845533.36,86684.1
2023,Millet,Uttar Pradesh,Rabi,88.84,386.3,24.6,330.5,11.84,77.0,28219.1,317.64
2019,Barley,Andhra Pradesh,Kharif,80.19,1874.0,29.7,381.2,5.82,41.8,145025.54,1808.52
2013,Groundnut,Madhya Pradesh,Kharif,206.75,1464.7,24.0,131.3,17.77,35.8,221257.86,1070.17
2014,Potato,Gujarat,Whole Year,38.52,1895.0,23.3,161.0,9.68,83.1,1066812.54,27695.03
2016,Barley,Punjab,Whole Year,378.03,2037.0,22.6,299.9,10.95,88.0,1038068.19,2745.99
2005,Sorghum,Andhra Pradesh,Whole Year,201.33,496.3,21.2,335.4,17.36,52.9,50827.36,252.46
2013,Potato,Bihar,Kharif,172.17,1571.8,37.9,399.7,16.05,52.9,768796.35,4465.33
2019,Soybean,Uttar Pradesh,Zaid,255.05,1729.9,39.9,145.7,6.77,55.4,329569.98,1292.18
2005,Sorghum,Madhya Pradesh,Kharif,354.77,1436.8,33.9,244.8,2.2,83.8,399917.7,1127.26
2016,Maize,Maharashtra,Whole Year,285.1,701.3,15.8,96.9,3.66,76.0,815560.06,2860.61
2007,Groundnut,Rajasthan,Rabi,401.4,2050.3,36.2,165.8,7.11,37.9,921516.33,2295.76
2015,Groundnut,Uttar Pradesh,Rabi,315.05,2494.4,29.4,65.7,6.45,71.3,843425.11,2677.12
2006,Rice,Punjab,Whole Year,394.2,2432.4,35.5,123.8,1.25,30.6,1551895.15,3936.82
2020,Soybean,Uttar Pradesh,Rabi,348.69,2010.6,26.8,227.3,8.93,76.2,503139.8,1442.94
2013,Rice,Tamil Nadu,Kharif,97.37,1219.8,16.1,107.3,2.56,79.7,379593.35,3898.46
2019,Millet,Tamil Nadu,Zaid,27.12,1042.1,33.4,361.3,4.81,83.0,7634.48,281.51
2016,Wheat,Madhya Pradesh,Kharif,451.8,450.8,27.0,298.6,15.86,70.7,841365.04,1862.25
2005,Sunflower,Karnataka,Whole Year,472.88,1215.8,38.6,59.7,10.15,41.7,580155.05,1226.85
2017,Wheat,Punjab,Kharif,363.74,643.3,34.9,356.8,7.77,81.6,596122.78,1638.87
2018,Barley,Madhya Pradesh,Rabi,362.38,859.5,24.7,392.1,4.12,88.5,358342.36,988.86
2012,Wheat,West Bengal,Kharif,135.8,2262.2,34.6,225.7,17.39,71.2,447087.54,3292.25
2012,Groundnut,Gujarat,Zaid,271.68,2430.8,28.4,160.1,18.12,47.9,497993.07,1833.01
2016,Sorghum,West Bengal,Rabi,496.13,2386.8,20.4,142.2,10.61,41.7,679236.52,1369.07
2005,Soybean,Gujarat,Zaid,428.22,725.4,26.3,80.6,18.46,45.0,381502.04,890.9
2015,Barley,Bihar,Zaid,152.89,2282.0,21.0,222.1,9.56,31.1,466640.86,3052.13
2012,Barley,Gujarat,Zaid,151.22,611.3,15.1,67.5,2.59,30.7,413779.56,2736.28
2014,Soybean,Gujarat,Kharif,242.31,1416.9,21.7,226.3,0.83,49.3,342646.15,1414.08
2023,Groundnut,Haryana,Kharif,202.89,1716.1,20.7,138.4,3.0,90.0,408371.23,2012.77
2015,Sunflower,Gujarat,Kharif,186.21,1317.4,15.1,216.8,12.64,70.4,211773.9,1137.29
2011,Millet,Uttar Pradesh,Kharif,313.86,2394.0,36.2,196.4,6.76,55.1,423502.31,1349.34
2015,Millet,Maharashtra,Rabi,6.73,1033.1,17.1,156.8,13.14,30.7,6201.04,921.4
2021,Barley,Punjab,Kharif,381.91,1460.2,27.1,207.0,10.41,94.3,991990.95,2597.45
2005,Millet,Maharashtra,Rabi,370.29,466.0,26.3,215.9,6.99,59.6,236560.61,638.85
2012,Groundnut,Karnataka,Zaid,415.33,2174.9,19.9,341.8,4.76,94.4,640959.36,1543.25
2010,Maize,Uttar Pradesh,Rabi,420.88,1209.4,41.1,283.0,2.08,76.8,1246865.61,2962.52
2022,Maize,Madhya Pradesh,Whole Year,283.63,1841.2,31.3,201.6,15.76,33.3,999467.11,3523.84
2010,Rice,Gujarat,Kharif,390.26,1800.9,37.0,366.8,16.47,85.8,505149.53,1294.39
2009,Cotton,Haryana,Whole Year,246.71,1787.8,28.4,314.5,11.06,64.5,134148.25,543.75
2017,Sugarcane,Andhra Pradesh,Rabi,475.81,1415.3,34.5,76.5,3.56,59.4,52540501.39,110423.28
2023,Wheat,West Bengal,Kharif,96.16,910.5,41.2,103.8,5.64,79.3,352982.85,3670.79
2012,Millet,Tamil Nadu,Whole Year,457.89,1675.2,24.4,78.6,19.13,80.4,333025.13,727.3
2013,Maize,Madhya Pradesh,Kharif,130.01,2415.9,28.6,161.6,4.91,81.8,654389.45,5033.38
2021,Sorghum,Punjab,Rabi,52.26,2134.7,28.9,202.5,1.61,79.4,80587.38,1542.05
2007,Soybean,Maharashtra,Whole Year,220.11,539.3,41.8,226.5,11.23,71.7,192624.71,875.13
2023,Cotton,Uttar Pradesh,Rabi,307.84,351.0,21.3,348.0,5.61,73.9,62026.99,201.49
2015,Rice,Andhra Pradesh,Whole Year,116.26,1397.7,33.2,56.3,19.17,85.8,271158.99,2332.35
2021,Sugarcane,Rajasthan,Zaid,278.34,2006.8,18.7,199.9,11.71,74.9,18495415.45,66449.0
2023,Maize,Rajasthan,Zaid,404.14,990.6,40.0,193.8,19.33,36.6,924854.37,2288.45
2006,Rice,Tamil Nadu,Zaid,129.29,1842.7,30.9,381.6,15.82,72.0,93354.84,722.06
2012,Potato,Bihar,Zaid,290.58,2350.2,38.2,134.4,14.6,41.0,8411401.15,28946.94
2023,Cotton,Rajasthan,Zaid,170.32,1309.8,39.2,92.8,16.69,30.9,81519.27,478.62
2011,Soybean,West Bengal,Rabi,265.35,837.2,30.0,99.8,12.3,43.9,389552.34,1468.07
2021,Wheat,Karnataka,Zaid,333.79,2319.1,33.4,232.0,0.72,40.0,1786892.77,5353.34
2010,Maize,Rajasthan,Rabi,175.86,1339.0,33.9,186.8,8.15,36.6,568799.81,3234.39
2023,Sunflower,Tamil Nadu,Zaid,497.25,1197.2,27.4,313.9,4.77,44.0,440107.33,885.08
2010,Soybean,Karnataka,Kharif,282.32,1077.4,26.7,163.1,8.97,66.6,365205.53,1293.59
2006,Sugarcane,West Bengal,Zaid,412.41,1230.6,20.0,94.8,9.68,39.8,37320554.77,90493.82
2010,Millet,Tamil Nadu,Kharif,362.84,1782.0,25.4,185.4,2.99,48.2,409571.26,1128.79
2009,Cotton,Rajasthan,Rabi,426.55,1254.2,41.8,359.1,0.96,85.2,130933.46,306.96
2023,Sugarcane,Gujarat,Zaid,87.73,1013.3,22.3,191.9,3.19,87.7,6688683.39,76241.69
2008,Wheat,Punjab,Whole Year,112.05,1936.0,35.6,341.8,17.22,51.7,219667.49,1960.44
2021,Soybean,Rajasthan,Rabi,244.22,746.5,16.6,180.0,15.24,88.4,328458.6,1344.93
2015,Groundnut,Tamil Nadu,Zaid,426.31,744.3,27.6,148.5,16.08,68.1,538139.03,1262.32
2008,Wheat,Punjab,Rabi,99.61,1832.2,16.6,321.2,5.89,44.7,287105.54,2882.3
2017,Potato,Punjab,Whole Year,485.56,2206.8,27.8,123.2,5.1,79.0,16512166.92,34006.44
2021,Barley,Karnataka,Zaid,64.67,830.7,15.7,131.1,1.23,89.9,202353.03,3129.01
2013,Maize,West Bengal,Whole Year,88.36,720.5,31.6,67.4,9.71,72.9,301423.27,3411.31
2008,Millet,Rajasthan,Zaid,84.45,1774.7,30.8,115.7,7.96,43.1,102811.13,1217.42
2018,Sunflower,Bihar,Kharif,293.42,1665.8,36.5,182.6,16.8,35.6,368509.91,1255.91
2023,Cotton,Andhra Pradesh,Rabi,458.85,1284.0,30.7,189.9,13.8,44.9,344547.83,750.89
2007,Sorghum,Bihar,Whole Year,128.3,510.9,40.0,197.2,3.31,52.0,134560.01,1048.79
2018,Sunflower,Gujarat,Rabi,276.97,501.9,36.1,217.9,19.75,51.7,197694.01,713.77
2012,Soybean,Bihar,Whole Year,88.71,2010.2,18.6,250.2,15.53,62.4,136641.84,1540.32
2005,Potato,West Bengal,Rabi,315.94,1293.9,22.2,116.3,14.54,62.8,7920825.44,25070.66
2014,Groundnut,Andhra Pradesh,Rabi,62.5,2187.5,15.7,264.9,4.72,60.6,157355.94,2517.7
2022,Sorghum,Madhya Pradesh,Rabi,246.16,1564.4,25.4,167.8,18.15,52.3,263961.98,1072.32
2020,Sunflower,Andhra Pradesh,Kharif,327.94,1661.2,28.8,306.9,9.74,36.9,335589.22,1023.33
2012,Potato,Maharashtra,Zaid,289.98,2355.2,40.5,245.0,6.3,57.2,6466927.34,22301.29
2005,Maize,Madhya Pradesh,Kharif,70.86,662.2,29.1,244.0,13.27,94.1,152441.57,2151.31
2016,Maize,Karnataka,Rabi,81.53,1494.7,36.1,289.9,4.63,72.5,184386.91,2261.58
2012,Cotton,Haryana,Whole Year,336.02,427.9,22.2,166.6,18.2,58.6,136129.24,405.12
2020,Sunflower,Uttar Pradesh,Rabi,404.65,1089.6,19.1,200.2,17.16,35.4,365086.24,902.23
2022,Groundnut,Uttar Pradesh,Zaid,454.13,625.8,36.9,254.0,9.57,43.9,584832.79,1287.81
2008,Maize,Bihar,Kharif,406.99,713.2,21.7,197.5,4.22,67.4,1171040.02,2877.32
2010,Sorghum,Madhya Pradesh,Zaid,486.99,2356.5,38.5,205.5,10.18,62.4,712836.15,1463.76
2016,Groundnut,Karnataka,Whole Year,204.72,1643.5,19.6,145.4,3.41,31.2,435633.65,2127.95
2013,Potato,Karnataka,Zaid,166.25,2262.7,38.0,150.6,5.76,35.6,5608238.63,33733.77
2019,Sorghum,Andhra Pradesh,Kharif,15.06,1275.7,35.9,294.6,9.91,53.1,11790.96,782.93
2020,Wheat,Karnataka,Whole Year,225.5,1614.8,31.5,51.5,0.91,39.2,955592.5,4237.66
2016,Potato,Bihar,Zaid,326.03,370.6,38.0,83.4,15.43,92.3,3239867.67,9937.33
2018,Sugarcane,Andhra Pradesh,Kharif,407.89,1332.9,23.9,382.1,4.34,32.2,11532204.03,28272.83
2017,Groundnut,West Bengal,Kharif,134.46,1540.9,19.5,115.5,17.4,93.3,255933.4,1903.42
2006,Rice,Haryana,Rabi,257.28,336.9,19.2,196.3,0.93,72.7,539726.71,2097.82
2007,Sugarcane,Maharashtra,Zaid,331.34,2036.9,22.3,347.4,10.88,56.5,23141503.83,69842.17
2014,Potato,Andhra Pradesh,Whole Year,276.25,949.9,27.0,50.0,15.64,65.1,5314734.28,19238.86
2013,Sunflower,Bihar,Rabi,137.74,1295.5,38.7,373.8,5.14,56.7,75307.92,546.74
2012,Sugarcane,Karnataka,Zaid,398.34,1478.4,17.4,68.7,14.3,67.3,35026152.54,87930.29
2014,Groundnut,Punjab,Zaid,87.51,2482.8,39.7,109.8,14.56,39.9,205693.97,2350.52
2023,Millet,Rajasthan,Whole Year,452.58,518.2,40.0,60.2,12.94,37.8,221567.93,489.57
2007,Maize,Uttar Pradesh,Rabi,476.35,1521.6,34.6,231.8,7.6,64.4,1237352.04,2597.57
2009,Wheat,Haryana,Rabi,183.42,1467.3,39.3,380.1,15.81,34.6,141484.54,771.37
2007,Millet,Rajasthan,Whole Year,188.71,451.6,35.8,343.7,12.75,49.0,69142.68,366.4
2020,Millet,Tamil Nadu,Rabi,371.9,1694.7,29.3,273.9,12.01,90.2,305161.82,820.55
2021,Rice,Karnataka,Kharif,228.69,931.1,31.2,114.9,16.47,87.0,662987.55,2899.07
2019,Soybean,Bihar,Whole Year,15.28,528.3,32.0,354.4,5.27,84.0,3447.97,225.65
2007,Groundnut,Andhra Pradesh,Zaid,460.02,693.0,18.4,314.2,5.03,63.0,412653.29,897.03
2016,Sorghum,Bihar,Whole Year,215.94,2111.9,20.2,143.4,8.04,31.8,327601.86,1517.1
2013,Maize,Madhya Pradesh,Kharif,102.54,529.1,29.1,331.8,1.93,37.9,138059.69,1346.4
2016,Sunflower,Maharashtra,Whole Year,278.28,1327.2,18.1,357.0,7.08,89.8,139083.89,499.8
2019,Millet,Punjab,Zaid,110.23,729.6,41.1,294.4,8.42,84.4,43306.82,392.88
2006,Wheat,Maharashtra,Zaid,103.8,657.1,28.7,85.1,10.15,54.5,310574.64,2992.05
2022,Soybean,Rajasthan,Whole Year,273.32,752.6,25.3,394.5,5.45,77.4,57645.47,210.91
2016,Rice,Punjab,Whole Year,196.13,1384.1,19.3,76.6,18.18,85.5,623600.57,3179.53
2008,Barley,Gujarat,Kharif,286.92,823.1,26.2,279.1,6.06,70.3,582773.13,2031.13
2020,Maize,Uttar Pradesh,Kharif,498.42,512.8,23.2,88.7,17.11,85.5,1311142.1,2630.6
2020,Barley,Karnataka,Zaid,429.65,2063.1,17.4,366.9,9.18,45.9,746240.3,1736.86
2005,Sugarcane,Tamil Nadu,Rabi,4.83,1487.6,41.1,172.5,14.5,60.0,432568.82,89558.76
2006,Millet,Rajasthan,Rabi,26.23,645.1,22.2,229.0,2.66,67.6,28305.87,1079.14
2007,Cotton,Andhra Pradesh,Rabi,305.43,1337.1,33.6,112.6,11.12,71.0,175548.8,574.76
2021,Maize,Uttar Pradesh,Rabi,313.5,450.4,17.5,241.3,19.24,94.2,575321.47,1835.16
2005,Sorghum,Tamil Nadu,Zaid,439.22,1576.9,39.7,378.6,13.49,85.0,147319.05,335.41
2010,Soybean,Maharashtra,Rabi,314.9,1048.7,31.0,365.6,16.5,33.6,170782.45,542.34
2019,Wheat,Uttar Pradesh,Rabi,114.63,527.8,32.7,72.4,5.59,41.0,438182.67,3822.58
2018,Maize,Tamil Nadu,Whole Year,234.79,704.0,36.1,182.4,16.1,72.7,532116.01,2266.35
2019,Sorghum,Madhya Pradesh,Rabi,404.68,1060.5,31.4,143.6,7.35,45.6,538263.94,1330.1
2018,Groundnut,Madhya Pradesh,Whole Year,461.49,2074.1,16.9,218.5,9.96,40.3,867145.9,1879.01
2009,Barley,Tamil Nadu,Zaid,119.22,682.3,26.6,341.8,4.17,73.3,208428.98,1748.27
2010,Groundnut,Maharashtra,Whole Year,270.26,541.3,22.1,308.6,9.97,64.9,188629.7,697.96
2021,Soybean,Bihar,Kharif,80.3,1435.1,28.1,170.4,10.56,82.3,103847.71,1293.25
2015,Rice,Tamil Nadu,Whole Year,249.0,1529.1,25.9,183.9,12.64,50.8,819707.87,3292.0
2020,Millet,Madhya Pradesh,Rabi,45.97,498.5,37.3,279.0,17.44,51.4,23121.15,502.96
2016,Maize,Haryana,Whole Year,470.92,925.9,21.7,118.0,6.44,39.8,1727833.42,3669.06
2019,Cotton,Punjab,Whole Year,319.39,878.1,20.4,86.0,19.69,72.4,172547.94,540.24
2008,Barley,Bihar,Zaid,427.25,709.7,40.9,134.9,17.03,76.1,633035.41,1481.65
2022,Barley,Haryana,Zaid,499.15,994.4,40.6,93.4,8.36,39.0,1168862.86,2341.71
2007,Maize,Maharashtra,Rabi,92.15,381.6,41.8,173.2,4.92,46.5,169762.59,1842.24
2012,Sugarcane,West Bengal,Kharif,347.38,1733.4,30.3,378.1,1.89,40.0,14025392.15,40374.78
2007,Groundnut,Uttar Pradesh,Kharif,443.61,2474.7,18.1,92.1,5.07,78.6,1257403.09,2834.48
2012,Barley,Gujarat,Whole Year,288.39,1694.9,38.8,336.4,17.75,43.6,318055.59,1102.87
2022,Sorghum,Andhra Pradesh,Kharif,320.21,1094.4,18.9,237.1,6.19,39.9,427215.01,1334.17
2014,Wheat,Andhra Pradesh,Zaid,204.43,1769.4,19.2,271.5,3.19,34.5,760445.0,3719.83
2021,Millet,Rajasthan,Rabi,337.71,1557.3,20.2,109.5,0.94,84.0,396170.83,1173.11
2012,Barley,Rajasthan,Rabi,198.39,2162.9,32.6,103.0,6.3,38.1,658786.89,3320.67
2015,Sorghum,Maharashtra,Zaid,238.83,1668.1,17.9,107.0,4.71,31.9,378572.06,1585.11
2009,Soybean,Rajasthan,Rabi,52.35,1695.0,36.0,283.5,2.49,34.2,68735.11,1312.99
2017,Soybean,Andhra Pradesh,Whole Year,4.9,787.7,16.6,311.7,19.05,53.8,2525.04,515.31
2009,Millet,Haryana,Rabi,28.52,1214.4,18.0,372.1,5.72,68.8,13377.09,469.04
2017,Sugarcane,Gujarat,Kharif,97.07,1057.7,26.7,189.4,0.62,55.9,7518416.08,77453.55
2010,Sunflower,Madhya Pradesh,Rabi,228.85,325.1,25.2,211.7,18.91,59.6,178037.55,777.97
2009,Sunflower,Andhra Pradesh,Rabi,11.48,989.2,41.7,214.4,11.78,89.8,10807.33,941.41
2013,Cotton,Haryana,Zaid,78.81,1369.3,41.1,144.5,2.11,79.3,53443.73,678.13
2020,Millet,West Bengal,Zaid,390.94,1619.7,20.1,164.9,1.11,52.2,507125.06,1297.19
2006,Rice,Maharashtra,Kharif,381.32,2356.1,40.6,346.4,2.6,40.0,911618.99,2390.69
2005,Sugarcane,Karnataka,Zaid,395.08,826.1,33.7,170.3,12.03,78.7,28949345.6,73274.64
2012,Barley,West Bengal,Kharif,460.85,635.3,26.0,354.2,1.71,67.3,402394.11,873.16
2023,Sunflower,Madhya Pradesh,Whole Year,60.42,2212.8,35.0,156.8,11.58,92.5,112933.51,1869.14
2015,Millet,West Bengal,Kharif,82.41,2372.1,39.3,169.0,13.22,89.0,104678.54,1270.22
2016,Sunflower,Bihar,Rabi,167.44,1373.5,19.9,246.1,3.38,66.6,208127.2,1243.0
2016,Potato,Bihar,Kharif,457.66,553.5,20.3,86.1,10.02,34.5,9453744.25,20656.7
2011,Groundnut,Andhra Pradesh,Whole Year,387.96,1367.9,26.0,372.7,19.3,32.0,25799.49,66.5
2017,Soybean,Maharashtra,Rabi,162.74,540.8,19.6,337.1,16.81,84.4,80160.45,492.57
2012,Potato,Punjab,Kharif,44.73,2243.0,24.7,284.7,14.61,75.4,918295.57,20529.75
2013,Sorghum,Bihar,Zaid,308.57,1857.9,32.4,395.8,10.6,66.4,77860.62,252.33
2011,Millet,Tamil Nadu,Zaid,129.15,830.5,36.9,55.6,8.19,74.8,113484.98,878.71
2019,Groundnut,West Bengal,Zaid,266.05,2250.7,23.2,193.9,9.3,65.1,537476.53,2020.21
2006,Sugarcane,Rajasthan,Kharif,470.96,1703.4,22.6,350.4,15.41,67.6,16397017.93,34816.16
2016,Rice,Haryana,Kharif,286.74,2397.2,36.1,201.6,11.31,44.7,1072069.28,3738.82
2005,Sorghum,Punjab,Whole Year,461.99,2457.1,25.3,51.8,15.41,59.6,807314.33,1747.47
2012,Wheat,Maharashtra,Rabi,197.13,307.2,37.1,105.2,19.41,30.7,428510.27,2173.74
2009,Sunflower,Karnataka,Rabi,317.04,564.5,41.8,201.9,12.99,73.5,323090.05,1019.08
2019,Rice,Gujarat,Rabi,447.05,1503.2,41.5,283.8,12.26,51.6,840470.43,1880.04
2005,Barley,Bihar,Rabi,294.41,2402.9,32.9,106.9,8.42,72.7,1076406.13,3656.15
2005,Potato,Punjab,Kharif,307.83,2487.3,25.1,206.8,4.34,90.2,10347991.21,33615.93
2014,Groundnut,Karnataka,Kharif,358.44,1548.3,16.8,54.5,7.8,68.5,738830.8,2061.24
2014,Millet,Andhra Pradesh,Whole Year,441.17,682.4,34.9,217.1,10.64,51.3,252099.54,571.43
2019,Sunflower,Uttar Pradesh,Rabi,45.0,658.7,41.4,363.6,1.18,43.5,2511.1,55.8
2021,Potato,Bihar,Kharif,169.09,1980.5,16.8,258.9,9.78,46.4,4646297.6,27478.25
2010,Potato,Tamil Nadu,Kharif,199.44,1602.3,15.2,204.2,17.31,94.2,3948953.36,19800.21
